storm_id,name,year,month,day,hour,status,lat,lon,wind_knots,pressure_mb,datetime
AL021922,UNNAMED,1922,9,25,6,EX,50.8,-20.0,75,939.0,1922-09-25 06:00:00
AL011923,UNNAMED,1923,6,26,18,TD,31.7,-86.0,30,1006.0,1923-06-26 18:00:00
AL061923,UNNAMED,1923,10,16,6,HU,29.2,-91.0,70,983.0,1923-10-16 06:00:00
AL061923,UNNAMED,1923,10,16,12,TS,31.5,-91.0,50,991.0,1923-10-16 12:00:00
AL071923,UNNAMED,1923,10,19,12,TS,42.5,-71.0,45,994.0,1923-10-19 12:00:00
AL081923,UNNAMED,1923,10,18,0,TS,30.0,-89.0,50,992.0,1923-10-18 00:00:00
AL081923,UNNAMED,1923,10,18,1,TS,30.3,-89.0,50,992.0,1923-10-18 01:00:00
AL081923,UNNAMED,1923,10,18,6,TS,32.9,-89.1,40,997.0,1923-10-18 06:00:00
AL031924,UNNAMED,1924,8,25,12,HU,31.2,-77.0,85,969.0,1924-08-25 12:00:00
AL031924,UNNAMED,1924,8,26,6,HU,36.3,-74.3,90,963.0,1924-08-26 06:00:00
AL031924,UNNAMED,1924,8,26,18,HU,40.9,-70.3,80,968.0,1924-08-26 18:00:00
AL041924,UNNAMED,1924,8,28,6,HU,16.6,-61.8,95,965.0,1924-08-28 06:00:00
AL041924,UNNAMED,1924,8,29,6,HU,18.5,-64.9,95,967.0,1924-08-29 06:00:00
AL051924,UNNAMED,1924,9,15,12,HU,29.6,-85.5,75,980.0,1924-09-15 12:00:00
AL051924,UNNAMED,1924,9,15,14,HU,29.7,-85.3,75,980.0,1924-09-15 14:00:00
AL061924,UNNAMED,1924,9,22,0,TS,17.2,-25.2,35,1005.0,1924-09-22 00:00:00
AL081924,UNNAMED,1924,9,29,12,TS,27.0,-86.6,50,999.0,1924-09-29 12:00:00
AL081924,UNNAMED,1924,9,30,6,EX,33.0,-80.7,55,1001.0,1924-09-30 06:00:00
AL101924,UNNAMED,1924,10,19,18,HU,22.4,-84.4,145,910.0,1924-10-19 18:00:00
AL101924,UNNAMED,1924,10,21,0,HU,25.8,-81.9,80,975.0,1924-10-21 00:00:00
AL101924,UNNAMED,1924,10,21,1,HU,25.8,-81.8,80,975.0,1924-10-21 01:00:00
AL101924,UNNAMED,1924,10,21,12,TS,26.0,-80.1,60,986.0,1924-10-21 12:00:00
AL041925,UNNAMED,1925,12,2,18,EX,34.4,-76.9,65,980.0,1925-12-02 18:00:00
AL011926,UNNAMED,1926,7,28,6,HU,28.5,-80.5,90,967.0,1926-07-28 06:00:00
AL011926,UNNAMED,1926,7,28,10,HU,29.0,-80.8,90,967.0,1926-07-28 10:00:00
AL031926,UNNAMED,1926,8,25,23,HU,29.2,-90.9,100,955.0,1926-08-25 23:00:00
AL031926,UNNAMED,1926,8,26,0,HU,29.3,-90.9,95,955.0,1926-08-26 00:00:00
AL031926,UNNAMED,1926,8,26,6,HU,29.9,-91.0,70,986.0,1926-08-26 06:00:00
AL041926,UNNAMED,1926,9,8,6,HU,23.0,-60.2,105,957.0,1926-09-08 06:00:00
AL041926,UNNAMED,1926,9,22,6,EX,42.0,-56.2,70,976.0,1926-09-22 06:00:00
AL071926,UNNAMED,1926,9,18,12,HU,25.6,-80.3,125,930.0,1926-09-18 12:00:00
AL071926,UNNAMED,1926,9,18,18,HU,26.2,-81.6,90,950.0,1926-09-18 18:00:00
AL071926,UNNAMED,1926,9,20,22,HU,30.3,-87.5,100,955.0,1926-09-20 22:00:00
AL071926,UNNAMED,1926,9,21,0,HU,30.3,-87.7,80,955.0,1926-09-21 00:00:00
AL071926,UNNAMED,1926,9,21,12,TS,30.3,-88.6,60,983.0,1926-09-21 12:00:00
AL101926,UNNAMED,1926,10,17,18,TS,14.3,-80.9,60,993.0,1926-10-17 18:00:00
AL101926,UNNAMED,1926,10,18,18,HU,16.5,-82.3,80,974.0,1926-10-18 18:00:00
AL101926,UNNAMED,1926,10,20,6,HU,21.3,-82.8,125,939.0,1926-10-20 06:00:00
AL101926,UNNAMED,1926,10,20,12,HU,22.3,-82.7,130,934.0,1926-10-20 12:00:00
AL101926,UNNAMED,1926,10,21,0,HU,24.5,-81.0,110,949.0,1926-10-21 00:00:00
AL101926,UNNAMED,1926,10,22,18,HU,32.4,-64.7,105,962.0,1926-10-22 18:00:00
AL011927,UNNAMED,1927,8,22,6,HU,23.3,-65.7,110,950.0,1927-08-22 06:00:00
AL041927,UNNAMED,1927,9,26,6,HU,30.8,-60.1,90,967.0,1927-09-26 06:00:00
AL041927,UNNAMED,1927,9,29,0,EX,41.5,-54.6,75,981.0,1927-09-29 00:00:00
AL011928,UNNAMED,1928,8,7,6,HU,25.8,-78.8,90,971.0,1928-08-07 06:00:00
AL011928,UNNAMED,1928,8,8,6,HU,27.2,-80.1,85,977.0,1928-08-08 06:00:00
AL011928,UNNAMED,1928,8,8,7,HU,27.3,-80.2,85,977.0,1928-08-08 07:00:00
AL041928,UNNAMED,1928,9,12,18,HU,16.2,-61.5,120,940.0,1928-09-12 18:00:00
AL041928,UNNAMED,1928,9,13,18,HU,18.0,-65.9,140,931.0,1928-09-13 18:00:00
AL041928,UNNAMED,1928,9,14,0,HU,18.4,-66.9,120,941.0,1928-09-14 00:00:00
AL041928,UNNAMED,1928,9,17,0,HU,26.7,-80.0,125,929.0,1928-09-17 00:00:00
AL041928,UNNAMED,1928,9,18,6,HU,30.1,-81.7,65,977.0,1928-09-18 06:00:00
AL041928,UNNAMED,1928,9,18,12,HU,31.1,-81.1,75,976.0,1928-09-18 12:00:00
AL041928,UNNAMED,1928,9,18,18,HU,32.4,-80.5,75,977.0,1928-09-18 18:00:00
AL041928,UNNAMED,1928,9,18,19,HU,32.5,-80.3,75,977.0,1928-09-18 19:00:00
AL041928,UNNAMED,1928,9,20,12,EX,41.5,-79.0,35,1008.0,1928-09-20 12:00:00
AL041928,UNNAMED,1928,9,21,0,EX,45.5,-79.0,25,1002.0,1928-09-21 00:00:00
AL051928,UNNAMED,1928,9,11,18,EX,40.6,-42.5,60,984.0,1928-09-11 18:00:00
AL011929,UNNAMED,1929,6,28,18,HU,27.8,-96.0,80,982.0,1929-06-28 18:00:00
AL011929,UNNAMED,1929,6,28,21,HU,28.3,-96.4,80,982.0,1929-06-28 21:00:00
AL011929,UNNAMED,1929,6,29,0,HU,28.8,-97.1,65,985.0,1929-06-29 00:00:00
AL011929,UNNAMED,1929,6,30,0,TS,31.8,-106.5,40,1008.0,1929-06-30 00:00:00
AL021929,UNNAMED,1929,9,25,18,HU,25.6,-76.6,135,924.0,1929-09-25 18:00:00
AL021929,UNNAMED,1929,9,26,0,HU,25.2,-77.0,125,936.0,1929-09-26 00:00:00
AL021929,UNNAMED,1929,9,28,12,HU,24.9,-80.4,100,948.0,1929-09-28 12:00:00
AL021929,UNNAMED,1929,9,28,13,HU,25.0,-80.5,100,948.0,1929-09-28 13:00:00
AL021929,UNNAMED,1929,10,1,4,HU,30.2,-85.7,70,975.0,1929-10-01 04:00:00
AL021929,UNNAMED,1929,10,1,6,TS,30.4,-85.4,60,975.0,1929-10-01 06:00:00
AL021929,UNNAMED,1929,10,1,12,EX,31.0,-84.2,55,986.0,1929-10-01 12:00:00
AL031929,UNNAMED,1929,9,25,12,TS,33.0,-67.5,35,1005.0,1929-09-25 12:00:00
AL021930,UNNAMED,1930,9,3,18,HU,18.4,-70.0,135,933.0,1930-09-03 18:00:00
AL021931,UNNAMED,1931,7,15,12,TS,29.6,-91.1,45,1000.0,1931-07-15 12:00:00
AL071931,UNNAMED,1931,9,11,0,HU,18.5,-65.4,75,987.0,1931-09-11 00:00:00
AL021932,UNNAMED,1932,8,14,0,HU,28.6,-94.6,125,942.0,1932-08-14 00:00:00
AL021932,UNNAMED,1932,8,14,4,HU,29.0,-95.2,130,935.0,1932-08-14 04:00:00
AL021932,UNNAMED,1932,8,14,6,HU,29.1,-95.5,100,942.0,1932-08-14 06:00:00
AL021932,UNNAMED,1932,8,14,12,HU,29.7,-96.3,65,987.0,1932-08-14 12:00:00
AL021932,UNNAMED,1932,8,15,0,TD,31.4,-97.9,30,1002.0,1932-08-15 00:00:00
AL031932,UNNAMED,1932,9,1,5,HU,30.2,-88.1,75,979.0,1932-09-01 05:00:00
AL031932,UNNAMED,1932,9,1,6,HU,30.3,-88.2,75,979.0,1932-09-01 06:00:00
AL091932,UNNAMED,1932,9,26,12,HU,17.7,-63.0,120,948.0,1932-09-26 12:00:00
AL091932,UNNAMED,1932,9,27,0,HU,18.0,-65.0,125,943.0,1932-09-27 00:00:00
AL091932,UNNAMED,1932,10,1,12,TS,16.8,-87.2,40,1003.0,1932-10-01 12:00:00
AL141932,UNNAMED,1932,11,9,12,HU,20.8,-78.9,130,918.0,1932-11-09 12:00:00
AL011933,UNNAMED,1933,5,16,0,TS,22.2,-87.3,45,1001.0,1933-05-16 00:00:00
AL051933,UNNAMED,1933,7,30,12,HU,27.0,-79.8,65,988.0,1933-07-30 12:00:00
AL051933,UNNAMED,1933,7,30,16,HU,27.1,-80.1,65,988.0,1933-07-30 16:00:00
AL051933,UNNAMED,1933,8,5,0,HU,25.8,-97.1,80,975.0,1933-08-05 00:00:00
AL061933,UNNAMED,1933,8,18,18,HU,23.4,-55.2,115,948.0,1933-08-18 18:00:00
AL061933,UNNAMED,1933,8,23,10,HU,35.8,-75.6,80,963.0,1933-08-23 10:00:00
AL061933,UNNAMED,1933,8,23,12,HU,36.1,-75.8,75,966.0,1933-08-23 12:00:00
AL061933,UNNAMED,1933,8,23,18,HU,37.4,-76.7,65,971.0,1933-08-23 18:00:00
AL061933,UNNAMED,1933,8,24,0,TS,38.7,-77.2,55,978.0,1933-08-24 00:00:00
AL081933,UNNAMED,1933,9,1,12,HU,23.1,-80.4,105,954.0,1933-09-01 12:00:00
AL081933,UNNAMED,1933,9,5,4,HU,26.1,-97.2,110,940.0,1933-09-05 04:00:00
AL111933,UNNAMED,1933,9,3,12,HU,25.4,-76.8,120,945.0,1933-09-03 12:00:00
AL111933,UNNAMED,1933,9,4,5,HU,26.9,-80.1,110,948.0,1933-09-04 05:00:00
AL111933,UNNAMED,1933,9,4,6,HU,27.0,-80.3,110,948.0,1933-09-04 06:00:00
AL121933,UNNAMED,1933,9,16,12,HU,35.2,-75.4,90,952.0,1933-09-16 12:00:00
AL121933,UNNAMED,1933,9,16,18,HU,36.1,-75.0,85,954.0,1933-09-16 18:00:00
AL121933,UNNAMED,1933,9,17,0,HU,37.0,-74.5,80,959.0,1933-09-17 00:00:00
AL121933,UNNAMED,1933,9,17,18,HU,39.9,-69.6,75,965.0,1933-09-17 18:00:00
AL121933,UNNAMED,1933,9,19,12,EX,50.5,-58.0,60,965.0,1933-09-19 12:00:00
AL131933,UNNAMED,1933,9,12,12,TS,17.8,-87.0,60,992.0,1933-09-12 12:00:00
AL131933,UNNAMED,1933,9,15,12,HU,22.3,-97.5,95,960.0,1933-09-15 12:00:00
AL141933,UNNAMED,1933,9,21,0,HU,18.4,-82.8,140,929.0,1933-09-21 00:00:00
AL141933,UNNAMED,1933,9,24,18,HU,21.7,-96.7,95,960.0,1933-09-24 18:00:00
AL171933,UNNAMED,1933,10,4,18,HU,23.3,-82.3,85,976.0,1933-10-04 18:00:00
AL171933,UNNAMED,1933,10,7,12,HU,37.4,-67.0,80,971.0,1933-10-07 12:00:00
AL181933,UNNAMED,1933,10,29,18,HU,18.1,-78.1,80,982.0,1933-10-29 18:00:00
AL011934,UNNAMED,1934,6,13,12,HU,21.7,-92.5,80,978.0,1934-06-13 12:00:00
AL011934,UNNAMED,1934,6,16,18,HU,29.6,-91.7,85,966.0,1934-06-16 18:00:00
AL011934,UNNAMED,1934,6,16,19,HU,29.7,-91.7,85,966.0,1934-06-16 19:00:00
AL031934,UNNAMED,1934,7,25,17,HU,28.1,-96.8,75,979.0,1934-07-25 17:00:00
AL051934,UNNAMED,1934,8,27,0,TS,28.3,-92.3,50,998.0,1934-08-27 00:00:00
AL091934,UNNAMED,1934,9,24,6,TS,38.2,-40.0,50,1000.0,1934-09-24 06:00:00
AL101934,UNNAMED,1934,10,2,6,HU,29.0,-42.5,75,984.0,1934-10-02 06:00:00
AL011935,UNNAMED,1935,5,15,12,TD,18.2,-69.5,30,1006.0,1935-05-15 12:00:00
AL031935,UNNAMED,1935,9,3,0,HU,24.6,-80.5,160,892.0,1935-09-03 00:00:00
AL031935,UNNAMED,1935,9,3,2,HU,24.8,-80.8,160,892.0,1935-09-03 02:00:00
AL031935,UNNAMED,1935,9,4,22,HU,29.6,-83.4,85,965.0,1935-09-04 22:00:00
AL031935,UNNAMED,1935,9,6,6,TS,36.1,-78.0,50,996.0,1935-09-06 06:00:00
AL051935,UNNAMED,1935,9,28,6,HU,21.4,-80.3,105,955.0,1935-09-28 06:00:00
AL061935,UNNAMED,1935,10,21,12,TS,17.8,-76.7,50,995.0,1935-10-21 12:00:00
AL061935,UNNAMED,1935,10,24,12,TS,17.5,-80.5,60,988.0,1935-10-24 12:00:00
AL071935,UNNAMED,1935,11,2,6,HU,33.6,-74.7,75,980.0,1935-11-02 06:00:00
AL071935,UNNAMED,1935,11,3,12,HU,28.2,-76.3,90,964.0,1935-11-03 12:00:00
AL071935,UNNAMED,1935,11,4,18,HU,25.9,-80.1,85,973.0,1935-11-04 18:00:00
AL011936,UNNAMED,1936,6,14,18,TS,25.4,-85.3,40,998.0,1936-06-14 18:00:00
AL011936,UNNAMED,1936,6,15,12,TS,25.8,-80.5,40,1002.0,1936-06-15 12:00:00
AL011936,UNNAMED,1936,6,16,12,TS,29.5,-70.2,40,996.0,1936-06-16 12:00:00
AL021936,UNNAMED,1936,6,20,0,TS,23.8,-91.4,45,1000.0,1936-06-20 00:00:00
AL031936,UNNAMED,1936,6,27,12,HU,27.5,-96.6,70,987.0,1936-06-27 12:00:00
AL031936,UNNAMED,1936,6,27,16,HU,27.9,-97.0,70,987.0,1936-06-27 16:00:00
AL051936,UNNAMED,1936,7,29,0,TS,25.2,-80.1,55,995.0,1936-07-29 00:00:00
AL051936,UNNAMED,1936,7,29,2,TS,25.3,-80.3,55,995.0,1936-07-29 02:00:00
AL051936,UNNAMED,1936,7,31,12,HU,30.1,-86.5,90,964.0,1936-07-31 12:00:00
AL051936,UNNAMED,1936,7,31,14,HU,30.4,-86.6,90,964.0,1936-07-31 14:00:00
AL071936,UNNAMED,1936,8,8,0,TD,26.9,-88.1,30,1009.0,1936-08-08 00:00:00
AL081936,UNNAMED,1936,8,16,0,TS,23.3,-88.3,50,999.0,1936-08-16 00:00:00
AL131936,UNNAMED,1936,9,18,6,HU,35.0,-74.5,85,962.0,1936-09-18 06:00:00
AL131936,UNNAMED,1936,9,18,12,HU,35.9,-74.8,85,965.0,1936-09-18 12:00:00
AL131936,UNNAMED,1936,9,18,18,HU,37.1,-74.8,80,968.0,1936-09-18 18:00:00
AL131936,UNNAMED,1936,9,19,0,HU,38.3,-73.8,80,969.0,1936-09-19 00:00:00
AL141936,UNNAMED,1936,9,12,12,TS,22.4,-94.6,45,1001.0,1936-09-12 12:00:00
AL141936,UNNAMED,1936,9,13,12,TS,26.2,-97.4,45,998.0,1936-09-13 12:00:00
AL151936,UNNAMED,1936,9,24,12,HU,38.2,-69.0,75,983.0,1936-09-24 12:00:00
AL011937,UNNAMED,1937,7,31,12,TS,34.2,-76.5,55,997.0,1937-07-31 12:00:00
AL011937,UNNAMED,1937,7,31,18,TS,36.0,-74.4,60,996.0,1937-07-31 18:00:00
AL061937,UNNAMED,1937,9,15,0,HU,20.0,-57.9,90,969.0,1937-09-15 00:00:00
AL061937,UNNAMED,1937,9,15,6,HU,20.7,-57.7,110,951.0,1937-09-15 06:00:00
AL061937,UNNAMED,1937,9,15,12,HU,21.4,-57.4,110,955.0,1937-09-15 12:00:00
AL061937,UNNAMED,1937,9,19,12,HU,45.7,-46.5,80,967.0,1937-09-19 12:00:00
AL071937,UNNAMED,1937,9,19,18,TS,29.1,-89.3,40,1002.0,1937-09-19 18:00:00
AL101937,UNNAMED,1937,10,2,12,TS,26.1,-89.7,40,1003.0,1937-10-02 12:00:00
AL101937,UNNAMED,1937,10,2,18,TS,27.3,-91.0,40,1002.0,1937-10-02 18:00:00
AL041938,UNNAMED,1938,8,26,12,HU,21.4,-89.8,75,979.0,1938-08-26 12:00:00
AL061938,UNNAMED,1938,9,21,12,HU,35.2,-73.1,110,940.0,1938-09-21 12:00:00
AL061938,UNNAMED,1938,9,21,18,HU,39.3,-72.9,105,940.0,1938-09-21 18:00:00
AL061938,UNNAMED,1938,9,21,20,HU,40.7,-72.9,105,941.0,1938-09-21 20:00:00
AL061938,UNNAMED,1938,9,21,21,HU,41.3,-72.9,100,946.0,1938-09-21 21:00:00
AL061938,UNNAMED,1938,9,22,0,EX,43.4,-73.1,60,969.0,1938-09-22 00:00:00
AL061938,UNNAMED,1938,9,22,12,EX,47.7,-77.3,35,987.0,1938-09-22 12:00:00
AL071938,UNNAMED,1938,10,15,0,TS,25.6,-84.6,50,996.0,1938-10-15 00:00:00
AL071938,UNNAMED,1938,10,17,12,TS,29.2,-94.7,40,1004.0,1938-10-17 12:00:00
AL071938,UNNAMED,1938,10,17,13,TS,29.3,-94.8,40,1004.0,1938-10-17 13:00:00
AL081938,UNNAMED,1938,10,17,12,TD,32.9,-63.6,25,1008.0,1938-10-17 12:00:00
AL081938,UNNAMED,1938,10,18,12,TD,28.8,-69.8,30,1007.0,1938-10-18 12:00:00
AL081938,UNNAMED,1938,10,20,12,TS,27.9,-78.7,35,1005.0,1938-10-20 12:00:00
AL081938,UNNAMED,1938,10,21,0,TD,30.0,-77.6,30,1004.0,1938-10-21 00:00:00
AL021939,UNNAMED,1939,8,13,6,HU,30.4,-86.4,65,985.0,1939-08-13 06:00:00
AL021940,UNNAMED,1940,8,5,6,TS,28.0,-87.7,55,995.0,1940-08-05 06:00:00
AL021940,UNNAMED,1940,8,7,18,HU,29.6,-93.8,85,972.0,1940-08-07 18:00:00
AL021940,UNNAMED,1940,8,7,21,HU,29.7,-94.1,85,972.0,1940-08-07 21:00:00
AL031940,UNNAMED,1940,8,6,18,TS,21.6,-71.4,40,1003.0,1940-08-06 18:00:00
AL031940,UNNAMED,1940,8,11,18,HU,32.1,-80.3,85,972.0,1940-08-11 18:00:00
AL031940,UNNAMED,1940,8,11,20,HU,32.1,-80.8,85,972.0,1940-08-11 20:00:00
AL031940,UNNAMED,1940,8,12,0,HU,32.2,-81.3,65,977.0,1940-08-12 00:00:00
AL031940,UNNAMED,1940,8,12,12,TS,32.6,-83.5,35,996.0,1940-08-12 12:00:00
AL031940,UNNAMED,1940,8,12,18,TD,33.2,-84.2,30,1003.0,1940-08-12 18:00:00
AL031940,UNNAMED,1940,8,13,0,TD,33.7,-84.7,30,1005.0,1940-08-13 00:00:00
AL031940,UNNAMED,1940,8,13,6,TD,34.3,-84.8,30,1007.0,1940-08-13 06:00:00
AL031940,UNNAMED,1940,8,13,12,TD,34.9,-84.8,25,1008.0,1940-08-13 12:00:00
AL041940,UNNAMED,1940,9,2,0,HU,38.1,-71.3,90,961.0,1940-09-02 00:00:00
AL061940,UNNAMED,1940,9,24,12,TS,30.2,-92.9,35,1004.0,1940-09-24 12:00:00
AL071940,UNNAMED,1940,9,25,6,HU,38.5,-26.5,65,984.0,1940-09-25 06:00:00
AL081940,UNNAMED,1940,10,21,18,TS,12.4,-80.6,55,993.0,1940-10-21 18:00:00
AL011941,UNNAMED,1941,9,12,6,TS,28.3,-88.8,40,1001.0,1941-09-12 06:00:00
AL011941,UNNAMED,1941,9,13,12,TS,28.1,-90.2,45,1001.0,1941-09-13 12:00:00
AL011941,UNNAMED,1941,9,14,6,TS,28.7,-92.5,40,1002.0,1941-09-14 06:00:00
AL011941,UNNAMED,1941,9,14,12,TS,29.1,-93.2,35,1004.0,1941-09-14 12:00:00
AL011941,UNNAMED,1941,9,15,0,TD,29.6,-94.0,30,1006.0,1941-09-15 00:00:00
AL011941,UNNAMED,1941,9,15,6,TD,29.7,-94.3,30,1007.0,1941-09-15 06:00:00
AL011941,UNNAMED,1941,9,15,12,TD,29.8,-94.5,25,1007.0,1941-09-15 12:00:00
AL011941,UNNAMED,1941,9,15,18,TD,29.9,-94.9,25,1007.0,1941-09-15 18:00:00
AL011941,UNNAMED,1941,9,16,0,TD,29.8,-95.6,25,1007.0,1941-09-16 00:00:00
AL021941,UNNAMED,1941,9,25,0,TS,36.0,-91.1,35,989.0,1941-09-25 00:00:00
AL021941,UNNAMED,1941,9,25,6,EX,38.8,-88.7,35,988.0,1941-09-25 06:00:00
AL021941,UNNAMED,1941,9,25,12,EX,42.4,-85.9,40,985.0,1941-09-25 12:00:00
AL031941,UNNAMED,1941,9,19,18,TS,29.4,-74.8,45,998.0,1941-09-19 18:00:00
AL031941,UNNAMED,1941,9,20,12,TS,29.9,-70.7,60,993.0,1941-09-20 12:00:00
AL031941,UNNAMED,1941,9,21,0,TS,29.7,-70.6,60,995.0,1941-09-21 00:00:00
AL031941,UNNAMED,1941,9,23,12,HU,35.0,-72.8,65,990.0,1941-09-23 12:00:00
AL051941,UNNAMED,1941,10,5,18,HU,24.2,-75.4,105,962.0,1941-10-05 18:00:00
AL051941,UNNAMED,1941,10,6,18,TS,26.7,-82.4,60,997.0,1941-10-06 18:00:00
AL051941,UNNAMED,1941,10,7,6,HU,29.2,-84.6,80,982.0,1941-10-07 06:00:00
AL051941,UNNAMED,1941,10,7,9,HU,29.9,-84.6,80,982.0,1941-10-07 09:00:00
AL051941,UNNAMED,1941,10,8,12,TS,33.0,-80.1,35,1004.0,1941-10-08 12:00:00
AL061941,UNNAMED,1941,10,20,12,TS,29.0,-83.0,40,1004.0,1941-10-20 12:00:00
AL061941,UNNAMED,1941,10,20,14,TS,29.0,-83.0,40,1004.0,1941-10-20 14:00:00
AL031942,UNNAMED,1942,8,30,6,HU,27.9,-96.1,100,950.0,1942-08-30 06:00:00
AL031942,UNNAMED,1942,8,30,9,HU,28.3,-96.6,100,950.0,1942-08-30 09:00:00
AL031942,UNNAMED,1942,8,30,12,HU,28.8,-97.2,85,952.0,1942-08-30 12:00:00
AL091942,UNNAMED,1942,10,12,0,EX,34.6,-75.4,45,1000.0,1942-10-12 00:00:00
AL011943,UNNAMED,1943,7,27,18,HU,29.5,-94.6,90,967.0,1943-07-27 18:00:00
AL011943,UNNAMED,1943,7,28,0,HU,29.7,-95.1,75,975.0,1943-07-28 00:00:00
AL071943,UNNAMED,1943,10,1,0,TS,37.7,-75.7,55,997.0,1943-10-01 00:00:00
AL031944,UNNAMED,1944,8,1,23,HU,33.9,-78.1,70,985.0,1944-08-01 23:00:00
AL031944,UNNAMED,1944,8,2,0,TS,34.1,-78.2,60,985.0,1944-08-02 00:00:00
AL041944,UNNAMED,1944,8,18,12,HU,15.2,-66.6,90,973.0,1944-08-18 12:00:00
AL061944,UNNAMED,1944,9,10,18,TS,29.1,-89.6,55,992.0,1944-09-10 18:00:00
AL061944,UNNAMED,1944,9,10,19,TS,29.3,-89.4,55,992.0,1944-09-10 19:00:00
AL071944,UNNAMED,1944,9,12,12,HU,26.2,-71.5,115,943.0,1944-09-12 12:00:00
AL071944,UNNAMED,1944,9,13,12,HU,28.2,-74.7,140,918.0,1944-09-13 12:00:00
AL071944,UNNAMED,1944,9,14,12,HU,34.5,-75.4,105,940.0,1944-09-14 12:00:00
AL071944,UNNAMED,1944,9,15,0,HU,39.9,-73.2,90,954.0,1944-09-15 00:00:00
AL071944,UNNAMED,1944,9,15,2,HU,40.9,-72.2,90,954.0,1944-09-15 02:00:00
AL071944,UNNAMED,1944,9,15,4,HU,41.4,-71.6,85,957.0,1944-09-15 04:00:00
AL071944,UNNAMED,1944,9,15,6,HU,42.0,-71.0,65,966.0,1944-09-15 06:00:00
AL071944,UNNAMED,1944,9,15,12,EX,44.2,-68.5,55,982.0,1944-09-15 12:00:00
AL131944,UNNAMED,1944,10,14,0,HU,17.8,-80.8,80,976.0,1944-10-14 00:00:00
AL131944,UNNAMED,1944,10,18,12,HU,23.1,-83.0,115,937.0,1944-10-18 12:00:00
AL131944,UNNAMED,1944,10,18,18,HU,24.0,-82.9,105,949.0,1944-10-18 18:00:00
AL131944,UNNAMED,1944,10,18,21,HU,24.6,-82.9,105,949.0,1944-10-18 21:00:00
AL131944,UNNAMED,1944,10,19,6,HU,26.9,-82.6,90,962.0,1944-10-19 06:00:00
AL131944,UNNAMED,1944,10,19,7,HU,27.2,-82.5,90,962.0,1944-10-19 07:00:00
AL131944,UNNAMED,1944,10,19,12,HU,28.4,-82.1,75,968.0,1944-10-19 12:00:00
AL131944,UNNAMED,1944,10,19,18,TS,29.8,-81.7,60,976.0,1944-10-19 18:00:00
AL131944,UNNAMED,1944,10,20,0,TS,31.2,-81.4,55,980.0,1944-10-20 00:00:00
AL131944,UNNAMED,1944,10,20,6,TS,32.4,-81.0,50,985.0,1944-10-20 06:00:00
AL131944,UNNAMED,1944,10,20,12,EX,33.7,-80.5,50,988.0,1944-10-20 12:00:00
AL131944,UNNAMED,1944,10,20,18,EX,35.4,-79.0,45,993.0,1944-10-20 18:00:00
AL131944,UNNAMED,1944,10,21,0,EX,37.1,-76.9,40,996.0,1944-10-21 00:00:00
AL051945,UNNAMED,1945,8,27,12,HU,28.2,-96.7,100,963.0,1945-08-27 12:00:00
AL051945,UNNAMED,1945,8,27,18,HU,28.6,-96.3,90,966.0,1945-08-27 18:00:00
AL051945,UNNAMED,1945,8,28,6,HU,29.4,-96.0,65,980.0,1945-08-28 06:00:00
AL051945,UNNAMED,1945,8,28,12,TS,29.9,-96.1,50,987.0,1945-08-28 12:00:00
AL051945,UNNAMED,1945,8,28,18,TS,30.5,-96.3,40,993.0,1945-08-28 18:00:00
AL051945,UNNAMED,1945,8,29,0,TS,31.0,-96.6,35,998.0,1945-08-29 00:00:00
AL051945,UNNAMED,1945,8,29,6,TD,31.5,-97.1,30,1002.0,1945-08-29 06:00:00
AL051945,UNNAMED,1945,8,29,12,TD,31.8,-97.5,25,1006.0,1945-08-29 12:00:00
AL051945,UNNAMED,1945,8,29,18,TD,32.1,-97.9,20,1009.0,1945-08-29 18:00:00
AL061945,UNNAMED,1945,8,31,18,TS,17.4,-88.2,60,990.0,1945-08-31 18:00:00
AL081945,UNNAMED,1945,9,9,18,TS,17.4,-59.2,45,1009.0,1945-09-09 18:00:00
AL091945,UNNAMED,1945,9,15,18,HU,25.1,-80.0,115,949.0,1945-09-15 18:00:00
AL091945,UNNAMED,1945,9,15,19,HU,25.3,-80.3,115,949.0,1945-09-15 19:00:00
AL091945,UNNAMED,1945,9,15,20,HU,25.4,-80.4,115,949.0,1945-09-15 20:00:00
AL091945,UNNAMED,1945,9,16,0,HU,25.9,-80.9,100,954.0,1945-09-16 00:00:00
AL091945,UNNAMED,1945,9,16,6,HU,26.6,-81.5,85,963.0,1945-09-16 06:00:00
AL091945,UNNAMED,1945,9,16,12,HU,27.5,-81.8,75,974.0,1945-09-16 12:00:00
AL091945,UNNAMED,1945,9,16,18,HU,28.5,-81.7,70,982.0,1945-09-16 18:00:00
AL091945,UNNAMED,1945,9,17,0,HU,29.6,-81.5,65,987.0,1945-09-17 00:00:00
AL091945,UNNAMED,1945,9,17,6,TS,31.0,-81.2,60,990.0,1945-09-17 06:00:00
AL091945,UNNAMED,1945,9,17,11,TS,32.1,-80.9,60,990.0,1945-09-17 11:00:00
AL091945,UNNAMED,1945,9,17,12,TS,32.3,-80.8,60,990.0,1945-09-17 12:00:00
AL091945,UNNAMED,1945,9,17,18,TS,33.4,-80.3,50,996.0,1945-09-17 18:00:00
AL091945,UNNAMED,1945,9,18,0,TS,34.4,-79.9,50,1000.0,1945-09-18 00:00:00
