storm_id,name,year,month,day,hour,status,lat,lon,wind_knots,pressure_mb,datetime
AL061964,DORA,1964,8,29,12,TD,13.5,-24.2,30,1007.0,1964-08-29 12:00:00
AL061964,DORA,1964,9,1,18,TS,12.5,-48.5,55,998.0,1964-09-01 18:00:00
AL061964,DORA,1964,9,2,12,TS,15.5,-53.0,60,996.0,1964-09-02 12:00:00
AL061964,DORA,1964,9,3,0,HU,17.7,-56.1,70,989.0,1964-09-03 00:00:00
AL061964,DORA,1964,9,3,12,HU,18.7,-58.0,75,984.0,1964-09-03 12:00:00
AL061964,DORA,1964,9,4,0,HU,20.5,-59.4,80,981.0,1964-09-04 00:00:00
AL061964,DORA,1964,9,4,6,HU,21.1,-59.9,80,978.0,1964-09-04 06:00:00
AL061964,DORA,1964,9,4,12,HU,21.6,-60.3,80,976.0,1964-09-04 12:00:00
AL061964,DORA,1964,9,4,18,HU,22.2,-60.8,85,973.0,1964-09-04 18:00:00
AL061964,DORA,1964,9,5,12,HU,24.0,-62.1,90,971.0,1964-09-05 12:00:00
AL061964,DORA,1964,9,5,18,HU,24.8,-62.9,100,960.0,1964-09-05 18:00:00
AL061964,DORA,1964,9,6,6,HU,26.1,-64.4,115,942.0,1964-09-06 06:00:00
AL061964,DORA,1964,9,6,18,HU,27.1,-66.0,100,958.0,1964-09-06 18:00:00
AL061964,DORA,1964,9,7,12,HU,28.0,-69.0,95,959.0,1964-09-07 12:00:00
AL061964,DORA,1964,9,7,18,HU,28.2,-70.3,95,956.0,1964-09-07 18:00:00
AL061964,DORA,1964,9,8,12,HU,28.6,-74.5,90,962.0,1964-09-08 12:00:00
AL061964,DORA,1964,9,8,18,HU,28.6,-76.0,90,963.0,1964-09-08 18:00:00
AL061964,DORA,1964,9,9,6,HU,29.1,-78.5,80,972.0,1964-09-09 06:00:00
AL061964,DORA,1964,9,9,12,HU,29.4,-79.4,80,970.0,1964-09-09 12:00:00
AL061964,DORA,1964,9,9,18,HU,29.7,-80.0,90,962.0,1964-09-09 18:00:00
AL061964,DORA,1964,9,10,0,HU,29.8,-80.6,90,964.0,1964-09-10 00:00:00
AL061964,DORA,1964,9,10,6,HU,29.9,-81.3,95,966.0,1964-09-10 06:00:00
AL061964,DORA,1964,9,11,6,TS,30.2,-84.0,45,990.0,1964-09-11 06:00:00
AL061964,DORA,1964,9,12,0,TS,31.1,-84.7,40,993.0,1964-09-12 00:00:00
AL061964,DORA,1964,9,12,6,TS,31.3,-84.6,40,995.0,1964-09-12 06:00:00
AL061964,DORA,1964,9,12,12,TS,31.4,-84.2,45,996.0,1964-09-12 12:00:00
AL061964,DORA,1964,9,12,18,TS,31.6,-83.4,55,995.0,1964-09-12 18:00:00
AL061964,DORA,1964,9,13,0,TS,32.1,-82.3,60,996.0,1964-09-13 00:00:00
AL061964,DORA,1964,9,14,0,EX,35.6,-75.3,60,998.0,1964-09-14 00:00:00
AL071964,ETHEL,1964,9,5,18,TS,19.9,-44.7,35,1005.0,1964-09-05 18:00:00
AL071964,ETHEL,1964,9,6,12,TS,22.0,-50.3,35,1008.0,1964-09-06 12:00:00
AL071964,ETHEL,1964,9,7,0,TS,24.3,-53.8,40,1006.0,1964-09-07 00:00:00
AL071964,ETHEL,1964,9,8,12,TS,27.4,-60.2,55,999.0,1964-09-08 12:00:00
AL071964,ETHEL,1964,9,8,18,HU,27.5,-60.6,65,986.0,1964-09-08 18:00:00
AL071964,ETHEL,1964,9,9,6,HU,27.7,-61.5,65,989.0,1964-09-09 06:00:00
AL071964,ETHEL,1964,9,9,12,HU,27.7,-62.2,65,984.0,1964-09-09 12:00:00
AL071964,ETHEL,1964,9,10,12,HU,27.3,-65.4,75,976.0,1964-09-10 12:00:00
AL071964,ETHEL,1964,9,10,18,HU,27.4,-65.8,75,977.0,1964-09-10 18:00:00
AL071964,ETHEL,1964,9,11,12,HU,28.2,-66.4,70,983.0,1964-09-11 12:00:00
AL071964,ETHEL,1964,9,11,18,HU,28.8,-66.7,75,977.0,1964-09-11 18:00:00
AL071964,ETHEL,1964,9,12,12,HU,31.1,-67.3,80,974.0,1964-09-12 12:00:00
AL071964,ETHEL,1964,9,12,18,HU,31.9,-66.9,80,976.0,1964-09-12 18:00:00
AL071964,ETHEL,1964,9,14,18,EX,42.9,-51.9,85,969.0,1964-09-14 18:00:00
AL081964,FLORENCE,1964,9,5,6,TD,14.5,-18.0,30,1004.0,1964-09-05 06:00:00
AL081964,FLORENCE,1964,9,6,12,TD,16.8,-23.5,30,1003.0,1964-09-06 12:00:00
AL081964,FLORENCE,1964,9,10,0,TD,31.8,-27.5,30,1007.0,1964-09-10 00:00:00
AL091964,GLADYS,1964,9,14,0,TS,17.0,-49.0,60,997.0,1964-09-14 00:00:00
AL091964,GLADYS,1964,9,14,12,HU,18.8,-52.0,65,992.0,1964-09-14 12:00:00
AL091964,GLADYS,1964,9,14,18,HU,19.6,-53.4,65,994.0,1964-09-14 18:00:00
AL091964,GLADYS,1964,9,15,0,HU,20.2,-54.5,65,994.0,1964-09-15 00:00:00
AL091964,GLADYS,1964,9,15,12,TS,21.2,-56.2,60,996.0,1964-09-15 12:00:00
AL091964,GLADYS,1964,9,15,18,TS,21.7,-57.1,60,992.0,1964-09-15 18:00:00
AL091964,GLADYS,1964,9,16,12,HU,23.0,-60.0,70,986.0,1964-09-16 12:00:00
AL091964,GLADYS,1964,9,17,6,HU,24.2,-63.1,85,974.0,1964-09-17 06:00:00
AL091964,GLADYS,1964,9,17,12,HU,24.5,-64.0,105,954.0,1964-09-17 12:00:00
AL091964,GLADYS,1964,9,17,18,HU,25.0,-65.1,115,945.0,1964-09-17 18:00:00
AL091964,GLADYS,1964,9,18,0,HU,25.4,-65.9,110,951.0,1964-09-18 00:00:00
AL091964,GLADYS,1964,9,18,6,HU,25.8,-66.5,110,951.0,1964-09-18 06:00:00
AL091964,GLADYS,1964,9,18,12,HU,26.1,-67.1,110,952.0,1964-09-18 12:00:00
AL091964,GLADYS,1964,9,18,18,HU,26.4,-67.7,110,953.0,1964-09-18 18:00:00
AL091964,GLADYS,1964,9,19,0,HU,26.7,-68.2,110,947.0,1964-09-19 00:00:00
AL091964,GLADYS,1964,9,19,6,HU,27.0,-68.7,110,951.0,1964-09-19 06:00:00
AL091964,GLADYS,1964,9,19,12,HU,27.3,-69.1,100,960.0,1964-09-19 12:00:00
AL091964,GLADYS,1964,9,19,18,HU,27.6,-69.5,100,962.0,1964-09-19 18:00:00
AL091964,GLADYS,1964,9,20,0,HU,27.9,-69.6,100,962.0,1964-09-20 00:00:00
AL091964,GLADYS,1964,9,20,6,HU,28.4,-69.7,95,965.0,1964-09-20 06:00:00
AL091964,GLADYS,1964,9,20,12,HU,28.9,-69.7,85,967.0,1964-09-20 12:00:00
AL091964,GLADYS,1964,9,20,18,HU,29.4,-69.6,85,964.0,1964-09-20 18:00:00
AL091964,GLADYS,1964,9,21,0,HU,29.8,-69.5,80,964.0,1964-09-21 00:00:00
AL091964,GLADYS,1964,9,21,6,HU,30.4,-69.5,75,969.0,1964-09-21 06:00:00
AL091964,GLADYS,1964,9,21,12,HU,31.2,-69.7,65,980.0,1964-09-21 12:00:00
AL091964,GLADYS,1964,9,21,18,HU,32.3,-70.2,65,977.0,1964-09-21 18:00:00
AL091964,GLADYS,1964,9,22,0,HU,33.1,-70.8,65,984.0,1964-09-22 00:00:00
AL091964,GLADYS,1964,9,22,6,HU,33.7,-71.3,65,980.0,1964-09-22 06:00:00
AL091964,GLADYS,1964,9,22,12,HU,33.9,-71.8,65,984.0,1964-09-22 12:00:00
AL091964,GLADYS,1964,9,22,18,HU,34.2,-72.2,65,982.0,1964-09-22 18:00:00
AL091964,GLADYS,1964,9,23,0,HU,34.8,-72.4,70,979.0,1964-09-23 00:00:00
AL091964,GLADYS,1964,9,23,6,HU,35.6,-72.2,75,977.0,1964-09-23 06:00:00
AL091964,GLADYS,1964,9,23,12,HU,36.4,-71.8,75,982.0,1964-09-23 12:00:00
AL091964,GLADYS,1964,9,23,18,HU,37.7,-70.7,80,974.0,1964-09-23 18:00:00
AL091964,GLADYS,1964,9,24,0,HU,39.2,-69.0,75,980.0,1964-09-24 00:00:00
AL091964,GLADYS,1964,9,24,6,HU,40.9,-66.9,75,982.0,1964-09-24 06:00:00
AL101964,HILDA,1964,9,30,0,TS,22.8,-86.2,55,997.0,1964-09-30 00:00:00
AL101964,HILDA,1964,9,30,6,TS,23.1,-87.2,60,994.0,1964-09-30 06:00:00
AL101964,HILDA,1964,9,30,12,HU,23.4,-88.2,70,984.0,1964-09-30 12:00:00
AL101964,HILDA,1964,9,30,18,HU,23.8,-89.0,80,978.0,1964-09-30 18:00:00
AL101964,HILDA,1964,10,1,0,HU,24.1,-89.5,85,977.0,1964-10-01 00:00:00
AL101964,HILDA,1964,10,1,6,HU,24.3,-90.1,105,955.0,1964-10-01 06:00:00
AL101964,HILDA,1964,10,1,12,HU,24.5,-90.6,110,951.0,1964-10-01 12:00:00
AL101964,HILDA,1964,10,1,18,HU,24.8,-91.1,120,941.0,1964-10-01 18:00:00
AL101964,HILDA,1964,10,2,0,HU,25.3,-91.5,120,942.0,1964-10-02 00:00:00
AL101964,HILDA,1964,10,2,12,HU,26.3,-91.7,105,956.0,1964-10-02 12:00:00
AL101964,HILDA,1964,10,3,0,HU,27.2,-91.2,100,960.0,1964-10-03 00:00:00
AL101964,HILDA,1964,10,3,6,HU,27.7,-91.2,100,964.0,1964-10-03 06:00:00
AL101964,HILDA,1964,10,3,12,HU,28.1,-91.3,95,962.0,1964-10-03 12:00:00
AL101964,HILDA,1964,10,3,18,HU,28.8,-91.6,90,961.0,1964-10-03 18:00:00
AL101964,HILDA,1964,10,3,23,HU,29.5,-91.5,90,959.0,1964-10-03 23:00:00
AL101964,HILDA,1964,10,4,0,HU,29.7,-91.5,90,959.0,1964-10-04 00:00:00
AL111964,ISBELL,1964,10,10,18,TD,18.5,-85.2,30,1008.0,1964-10-10 18:00:00
AL111964,ISBELL,1964,10,11,12,TD,19.4,-85.5,30,1009.0,1964-10-11 12:00:00
AL111964,ISBELL,1964,10,12,0,TD,19.3,-85.6,30,1005.0,1964-10-12 00:00:00
AL111964,ISBELL,1964,10,13,0,TS,20.0,-85.0,55,996.0,1964-10-13 00:00:00
AL111964,ISBELL,1964,10,14,0,HU,22.4,-84.1,75,979.0,1964-10-14 00:00:00
AL111964,ISBELL,1964,10,14,12,HU,24.0,-82.9,100,964.0,1964-10-14 12:00:00
AL111964,ISBELL,1964,10,14,18,HU,25.1,-82.0,95,968.0,1964-10-14 18:00:00
AL111964,ISBELL,1964,10,14,21,HU,25.8,-81.4,90,970.0,1964-10-14 21:00:00
AL111964,ISBELL,1964,10,15,12,HU,29.3,-77.8,80,980.0,1964-10-15 12:00:00
AL111964,ISBELL,1964,10,15,18,HU,30.5,-76.6,75,986.0,1964-10-15 18:00:00
AL111964,ISBELL,1964,10,16,0,HU,32.0,-76.1,75,990.0,1964-10-16 00:00:00
AL111964,ISBELL,1964,10,16,12,TS,34.5,-76.5,60,992.0,1964-10-16 12:00:00
AL111964,ISBELL,1964,10,16,13,TS,34.7,-76.7,60,992.0,1964-10-16 13:00:00
AL121964,UNNAMED,1964,11,5,18,TD,12.6,-81.0,30,1006.0,1964-11-05 18:00:00
AL121964,UNNAMED,1964,11,6,0,TD,13.0,-81.1,30,1003.0,1964-11-06 00:00:00
AL121964,UNNAMED,1964,11,6,18,TS,14.0,-81.5,40,1001.0,1964-11-06 18:00:00
AL121964,UNNAMED,1964,11,7,18,TS,15.0,-84.1,45,997.0,1964-11-07 18:00:00
AL121964,UNNAMED,1964,11,8,12,TD,16.1,-85.4,30,1006.0,1964-11-08 12:00:00
AL121964,UNNAMED,1964,11,9,12,TD,17.8,-87.6,25,1008.0,1964-11-09 12:00:00
AL121964,UNNAMED,1964,11,10,0,TD,18.3,-88.5,25,1009.0,1964-11-10 00:00:00
AL131964,UNNAMED,1964,7,25,0,TS,36.5,-74.3,35,1008.0,1964-07-25 00:00:00
AL131964,UNNAMED,1964,7,25,6,TS,36.6,-73.3,35,1007.0,1964-07-25 06:00:00
AL131964,UNNAMED,1964,7,25,18,TS,37.1,-70.5,45,1003.0,1964-07-25 18:00:00
AL011965,UNNAMED,1965,6,15,0,TS,28.0,-89.5,45,1005.0,1965-06-15 00:00:00
AL011965,UNNAMED,1965,6,15,6,TS,29.3,-88.2,50,1006.0,1965-06-15 06:00:00
AL011965,UNNAMED,1965,6,15,11,TS,30.4,-86.9,50,1007.0,1965-06-15 11:00:00
AL011965,UNNAMED,1965,6,15,12,TS,30.7,-86.5,50,1007.0,1965-06-15 12:00:00
AL031965,BETSY,1965,8,27,18,TD,11.7,-54.5,30,1007.0,1965-08-27 18:00:00
AL031965,BETSY,1965,8,28,12,TD,14.0,-59.8,30,1010.0,1965-08-28 12:00:00
AL031965,BETSY,1965,8,29,0,TD,16.2,-62.0,30,1010.0,1965-08-29 00:00:00
AL031965,BETSY,1965,8,29,12,TS,19.2,-63.5,40,1007.0,1965-08-29 12:00:00
AL031965,BETSY,1965,8,29,18,TS,20.5,-64.3,55,999.0,1965-08-29 18:00:00
AL031965,BETSY,1965,8,30,0,TS,21.2,-64.8,55,997.0,1965-08-30 00:00:00
AL031965,BETSY,1965,8,30,18,TS,22.6,-65.7,60,994.0,1965-08-30 18:00:00
AL031965,BETSY,1965,8,31,0,TS,22.7,-65.8,60,996.0,1965-08-31 00:00:00
AL031965,BETSY,1965,8,31,6,TS,22.8,-65.8,60,990.0,1965-08-31 06:00:00
AL031965,BETSY,1965,8,31,12,TS,22.5,-66.0,55,998.0,1965-08-31 12:00:00
AL031965,BETSY,1965,8,31,18,TS,22.5,-66.0,55,996.0,1965-08-31 18:00:00
AL031965,BETSY,1965,9,1,6,HU,22.3,-66.6,70,984.0,1965-09-01 06:00:00
AL031965,BETSY,1965,9,1,12,HU,22.2,-67.4,70,988.0,1965-09-01 12:00:00
AL031965,BETSY,1965,9,1,18,HU,22.3,-68.0,70,987.0,1965-09-01 18:00:00
AL031965,BETSY,1965,9,2,0,HU,22.5,-68.5,85,970.0,1965-09-02 00:00:00
AL031965,BETSY,1965,9,2,12,HU,22.8,-70.2,120,942.0,1965-09-02 12:00:00
AL031965,BETSY,1965,9,2,18,HU,23.4,-70.9,115,945.0,1965-09-02 18:00:00
AL031965,BETSY,1965,9,3,6,HU,24.7,-72.2,100,959.0,1965-09-03 06:00:00
AL031965,BETSY,1965,9,3,12,HU,25.4,-72.9,100,955.0,1965-09-03 12:00:00
AL031965,BETSY,1965,9,3,18,HU,26.3,-73.7,105,950.0,1965-09-03 18:00:00
AL031965,BETSY,1965,9,4,0,HU,26.9,-74.3,105,951.0,1965-09-04 00:00:00
AL031965,BETSY,1965,9,4,6,HU,27.4,-74.8,105,946.0,1965-09-04 06:00:00
AL031965,BETSY,1965,9,4,12,HU,28.1,-75.3,105,951.0,1965-09-04 12:00:00
AL031965,BETSY,1965,9,4,18,HU,28.7,-75.6,105,946.0,1965-09-04 18:00:00
AL031965,BETSY,1965,9,5,0,HU,28.9,-75.5,105,943.0,1965-09-05 00:00:00
AL031965,BETSY,1965,9,5,6,HU,29.0,-75.3,100,948.0,1965-09-05 06:00:00
AL031965,BETSY,1965,9,5,12,HU,28.9,-75.3,95,952.0,1965-09-05 12:00:00
AL031965,BETSY,1965,9,5,18,HU,28.7,-75.4,85,968.0,1965-09-05 18:00:00
AL031965,BETSY,1965,9,6,0,HU,28.1,-75.5,80,973.0,1965-09-06 00:00:00
AL031965,BETSY,1965,9,6,6,HU,27.5,-75.9,90,963.0,1965-09-06 06:00:00
AL031965,BETSY,1965,9,6,12,HU,26.9,-76.3,90,966.0,1965-09-06 12:00:00
AL031965,BETSY,1965,9,6,18,HU,26.2,-76.7,100,959.0,1965-09-06 18:00:00
AL031965,BETSY,1965,9,7,0,HU,25.8,-76.7,105,956.0,1965-09-07 00:00:00
AL031965,BETSY,1965,9,7,6,HU,25.6,-77.0,105,954.0,1965-09-07 06:00:00
AL031965,BETSY,1965,9,7,12,HU,25.3,-77.2,105,957.0,1965-09-07 12:00:00
AL031965,BETSY,1965,9,7,18,HU,25.3,-77.9,105,952.0,1965-09-07 18:00:00
AL031965,BETSY,1965,9,7,20,HU,25.3,-78.1,105,952.0,1965-09-07 20:00:00
AL031965,BETSY,1965,9,8,0,HU,25.2,-78.6,95,961.0,1965-09-08 00:00:00
AL031965,BETSY,1965,9,8,6,HU,25.1,-79.5,95,958.0,1965-09-08 06:00:00
AL031965,BETSY,1965,9,8,11,HU,25.0,-80.5,100,952.0,1965-09-08 11:00:00
AL031965,BETSY,1965,9,8,12,HU,25.0,-80.6,100,952.0,1965-09-08 12:00:00
AL031965,BETSY,1965,9,9,0,HU,25.5,-83.6,100,954.0,1965-09-09 00:00:00
AL031965,BETSY,1965,9,9,6,HU,25.9,-85.3,100,950.0,1965-09-09 06:00:00
AL031965,BETSY,1965,9,9,12,HU,26.5,-86.9,100,951.0,1965-09-09 12:00:00
AL031965,BETSY,1965,9,9,18,HU,27.4,-88.1,100,953.0,1965-09-09 18:00:00
AL031965,BETSY,1965,9,10,0,HU,28.4,-89.2,115,946.0,1965-09-10 00:00:00
AL031965,BETSY,1965,9,10,4,HU,29.2,-90.1,115,946.0,1965-09-10 04:00:00
AL031965,BETSY,1965,9,10,6,HU,29.6,-90.6,95,948.0,1965-09-10 06:00:00
AL031965,BETSY,1965,9,10,12,HU,30.7,-91.7,65,965.0,1965-09-10 12:00:00
AL031965,BETSY,1965,9,11,6,TD,34.0,-91.5,30,997.0,1965-09-11 06:00:00
AL041965,CAROL,1965,9,21,0,HU,20.5,-40.8,75,976.0,1965-09-21 00:00:00
AL041965,CAROL,1965,9,21,12,HU,22.9,-41.0,80,974.0,1965-09-21 12:00:00
AL041965,CAROL,1965,9,22,12,HU,30.8,-41.8,80,980.0,1965-09-22 12:00:00
AL041965,CAROL,1965,9,23,12,HU,34.4,-43.2,65,988.0,1965-09-23 12:00:00
AL041965,CAROL,1965,9,24,0,TS,35.1,-43.1,55,992.0,1965-09-24 00:00:00
AL041965,CAROL,1965,9,24,12,TS,35.1,-42.4,55,992.0,1965-09-24 12:00:00
AL041965,CAROL,1965,9,24,18,TS,34.9,-42.0,55,991.0,1965-09-24 18:00:00
AL041965,CAROL,1965,9,25,12,HU,34.0,-41.2,65,986.0,1965-09-25 12:00:00
AL041965,CAROL,1965,9,25,18,HU,33.6,-41.1,65,986.0,1965-09-25 18:00:00
AL041965,CAROL,1965,9,26,0,HU,33.4,-41.0,65,986.0,1965-09-26 00:00:00
AL041965,CAROL,1965,9,26,12,TS,33.0,-41.0,60,992.0,1965-09-26 12:00:00
AL041965,CAROL,1965,9,28,0,TS,33.7,-41.8,55,992.0,1965-09-28 00:00:00
AL041965,CAROL,1965,9,28,18,TS,35.6,-40.9,60,988.0,1965-09-28 18:00:00
AL041965,CAROL,1965,9,29,18,HU,40.4,-32.0,75,984.0,1965-09-29 18:00:00
AL051965,DEBBIE,1965,9,24,18,TD,17.8,-85.5,25,1003.0,1965-09-24 18:00:00
AL051965,DEBBIE,1965,9,25,12,TD,19.6,-86.7,25,1004.0,1965-09-25 12:00:00
AL051965,DEBBIE,1965,9,26,0,TD,20.5,-87.5,25,1003.0,1965-09-26 00:00:00
AL051965,DEBBIE,1965,9,26,12,TD,21.5,-88.3,25,1005.0,1965-09-26 12:00:00
AL051965,DEBBIE,1965,9,26,18,TD,22.0,-88.8,25,1005.0,1965-09-26 18:00:00
AL051965,DEBBIE,1965,9,27,0,TD,22.5,-89.2,25,1005.0,1965-09-27 00:00:00
AL051965,DEBBIE,1965,9,28,6,TS,25.5,-89.8,50,1001.0,1965-09-28 06:00:00
AL051965,DEBBIE,1965,9,28,12,TS,26.2,-89.4,50,1001.0,1965-09-28 12:00:00
AL051965,DEBBIE,1965,9,28,18,TS,27.1,-89.2,50,1001.0,1965-09-28 18:00:00
AL051965,DEBBIE,1965,9,29,0,TS,27.9,-89.3,50,1000.0,1965-09-29 00:00:00
AL051965,DEBBIE,1965,9,29,6,TS,28.4,-89.5,45,1000.0,1965-09-29 06:00:00
AL051965,DEBBIE,1965,9,29,12,TS,28.8,-89.8,35,1000.0,1965-09-29 12:00:00
AL051965,DEBBIE,1965,9,29,18,TS,29.0,-90.1,35,1002.0,1965-09-29 18:00:00
AL051965,DEBBIE,1965,9,29,20,TS,29.1,-90.2,35,1002.0,1965-09-29 20:00:00
AL061965,ELENA,1965,10,13,18,TS,21.4,-52.7,35,1005.0,1965-10-13 18:00:00
AL061965,ELENA,1965,10,14,18,TS,24.7,-56.6,45,1005.0,1965-10-14 18:00:00
AL061965,ELENA,1965,10,15,6,TS,25.5,-58.0,45,1005.0,1965-10-15 06:00:00
AL061965,ELENA,1965,10,15,12,TS,25.9,-58.5,50,1001.0,1965-10-15 12:00:00
AL061965,ELENA,1965,10,15,18,TS,26.3,-58.9,55,995.0,1965-10-15 18:00:00
AL061965,ELENA,1965,10,16,0,TS,26.8,-59.4,55,995.0,1965-10-16 00:00:00
AL061965,ELENA,1965,10,16,6,TS,27.3,-59.9,60,991.0,1965-10-16 06:00:00
AL061965,ELENA,1965,10,16,12,TS,28.0,-60.3,60,992.0,1965-10-16 12:00:00
AL061965,ELENA,1965,10,16,18,TS,28.9,-60.2,55,992.0,1965-10-16 18:00:00
AL061965,ELENA,1965,10,17,6,TS,31.5,-58.3,60,992.0,1965-10-17 06:00:00
AL061965,ELENA,1965,10,17,12,HU,33.2,-56.3,70,988.0,1965-10-17 12:00:00
AL061965,ELENA,1965,10,17,18,HU,34.6,-53.4,75,986.0,1965-10-17 18:00:00
AL061965,ELENA,1965,10,18,12,HU,39.0,-42.8,95,977.0,1965-10-18 12:00:00
AL071965,UNNAMED,1965,9,8,0,TS,36.7,-60.8,50,991.0,1965-09-08 00:00:00
AL081965,UNNAMED,1965,10,2,6,TS,34.8,-56.8,50,993.0,1965-10-02 06:00:00
AL091965,UNNAMED,1965,10,18,12,TS,29.6,-80.0,55,1004.0,1965-10-18 12:00:00
AL091965,UNNAMED,1965,10,18,15,TS,29.4,-81.1,55,1004.0,1965-10-18 15:00:00
AL101965,UNNAMED,1965,11,28,18,EX,28.8,-53.0,45,997.0,1965-11-28 18:00:00
AL011966,ALMA,1966,6,5,12,TD,16.3,-84.8,30,1006.0,1966-06-05 12:00:00
AL011966,ALMA,1966,6,6,6,TS,17.6,-84.4,40,1000.0,1966-06-06 06:00:00
AL011966,ALMA,1966,6,6,12,TS,18.0,-84.2,50,996.0,1966-06-06 12:00:00
AL011966,ALMA,1966,6,6,18,HU,18.5,-84.1,65,990.0,1966-06-06 18:00:00
AL011966,ALMA,1966,6,7,0,HU,18.8,-84.0,65,990.0,1966-06-07 00:00:00
AL011966,ALMA,1966,6,7,6,HU,19.0,-83.9,65,986.0,1966-06-07 06:00:00
AL011966,ALMA,1966,6,7,12,HU,19.3,-83.9,70,983.0,1966-06-07 12:00:00
AL011966,ALMA,1966,6,8,0,HU,20.1,-83.5,80,976.0,1966-06-08 00:00:00
AL011966,ALMA,1966,6,8,18,HU,24.4,-82.7,100,970.0,1966-06-08 18:00:00
AL011966,ALMA,1966,6,9,0,HU,26.0,-82.8,90,974.0,1966-06-09 00:00:00
AL011966,ALMA,1966,6,9,12,HU,28.8,-84.3,90,970.0,1966-06-09 12:00:00
AL011966,ALMA,1966,6,9,18,HU,29.6,-84.5,75,981.0,1966-06-09 18:00:00
AL011966,ALMA,1966,6,9,21,HU,30.1,-84.2,75,977.0,1966-06-09 21:00:00
AL011966,ALMA,1966,6,10,12,TS,31.7,-82.0,40,995.0,1966-06-10 12:00:00
AL011966,ALMA,1966,6,10,18,TS,32.2,-80.9,40,998.0,1966-06-10 18:00:00
AL011966,ALMA,1966,6,11,0,TS,32.6,-79.6,50,997.0,1966-06-11 00:00:00
AL011966,ALMA,1966,6,11,12,HU,33.7,-76.7,65,990.0,1966-06-11 12:00:00
AL011966,ALMA,1966,6,12,12,HU,34.9,-73.3,65,994.0,1966-06-12 12:00:00
AL011966,ALMA,1966,6,13,18,EX,38.2,-72.9,45,1002.0,1966-06-13 18:00:00
AL021966,BECKY,1966,7,2,18,HU,39.5,-54.7,75,984.0,1966-07-02 18:00:00
AL031966,CELIA,1966,7,14,18,DB,22.7,-65.8,40,1012.0,1966-07-14 18:00:00
AL031966,CELIA,1966,7,15,12,DB,23.0,-69.4,30,1015.0,1966-07-15 12:00:00
AL031966,CELIA,1966,7,20,12,TS,31.9,-70.7,60,997.0,1966-07-20 12:00:00
AL031966,CELIA,1966,7,20,18,HU,33.6,-68.5,65,994.0,1966-07-20 18:00:00
AL031966,CELIA,1966,7,21,0,HU,36.1,-65.7,65,995.0,1966-07-21 00:00:00
AL031966,CELIA,1966,7,21,6,TS,39.5,-63.2,60,998.0,1966-07-21 06:00:00
AL031966,CELIA,1966,7,21,12,EX,42.9,-61.2,60,997.0,1966-07-21 12:00:00
AL041966,DOROTHY,1966,7,24,18,HU,33.0,-42.1,65,998.0,1966-07-24 18:00:00
AL041966,DOROTHY,1966,7,25,18,HU,35.3,-40.5,65,997.0,1966-07-25 18:00:00
AL041966,DOROTHY,1966,7,26,12,HU,36.2,-41.9,75,989.0,1966-07-26 12:00:00
AL041966,DOROTHY,1966,7,27,6,HU,37.4,-41.9,75,990.0,1966-07-27 06:00:00
AL041966,DOROTHY,1966,7,28,0,HU,39.3,-40.1,70,994.0,1966-07-28 00:00:00
AL041966,DOROTHY,1966,7,28,12,HU,40.9,-38.5,70,993.0,1966-07-28 12:00:00
AL041966,DOROTHY,1966,7,28,18,HU,41.6,-38.2,65,996.0,1966-07-28 18:00:00
AL041966,DOROTHY,1966,7,29,12,TS,43.9,-37.5,55,996.0,1966-07-29 12:00:00
AL041966,DOROTHY,1966,7,29,18,TS,44.6,-37.4,50,1000.0,1966-07-29 18:00:00
AL041966,DOROTHY,1966,7,30,18,EX,47.7,-36.6,45,1009.0,1966-07-30 18:00:00
AL051966,ELLA,1966,7,24,18,TS,15.9,-52.1,35,1009.0,1966-07-24 18:00:00
AL051966,ELLA,1966,7,25,12,TS,17.5,-55.8,35,1010.0,1966-07-25 12:00:00
AL051966,ELLA,1966,7,25,18,TS,18.0,-57.0,35,1010.0,1966-07-25 18:00:00
AL051966,ELLA,1966,7,26,12,TS,19.3,-60.3,40,1008.0,1966-07-26 12:00:00
AL051966,ELLA,1966,7,26,18,TS,19.8,-61.1,40,1008.0,1966-07-26 18:00:00
AL051966,ELLA,1966,7,27,12,TS,21.4,-63.4,35,1012.0,1966-07-27 12:00:00
AL051966,ELLA,1966,7,27,18,TS,21.9,-64.3,35,1012.0,1966-07-27 18:00:00
AL061966,FAITH,1966,8,21,18,TD,14.0,-25.9,30,1006.0,1966-08-21 18:00:00
AL061966,FAITH,1966,8,23,18,HU,15.3,-41.8,70,984.0,1966-08-23 18:00:00
AL061966,FAITH,1966,8,24,12,HU,15.3,-47.7,65,992.0,1966-08-24 12:00:00
AL061966,FAITH,1966,8,25,0,HU,16.0,-52.0,65,993.0,1966-08-25 00:00:00
AL061966,FAITH,1966,8,25,6,HU,16.4,-54.1,65,995.0,1966-08-25 06:00:00
AL061966,FAITH,1966,8,25,12,HU,16.7,-56.2,75,986.0,1966-08-25 12:00:00
AL061966,FAITH,1966,8,25,18,HU,17.0,-58.0,70,990.0,1966-08-25 18:00:00
AL061966,FAITH,1966,8,26,0,TS,17.4,-59.6,60,994.0,1966-08-26 00:00:00
AL061966,FAITH,1966,8,26,6,TS,17.9,-61.0,55,997.0,1966-08-26 06:00:00
AL061966,FAITH,1966,8,26,12,TS,18.4,-62.3,55,995.0,1966-08-26 12:00:00
